"","Conversacion","Cortes_Descortes","Llama_Atencion","Mediodeexpresion","F0_Inicial","F0_Final","F0_Media","F0_Maxima","F0_Minima","Intensidad_Maxima","Intensidad_Minima","Intensidad_Primera","Intensidad_Ultima","Intensidad_Media","Silabas","Duracion","Duracion_Pausa_Anterior","Duracion_Pausa_Posterior","Continuacion_Pausa","Curva_Melodica","Otro_Curva_Melodica","Inflexion_Local_Interna","Tonema","Unidad_Del_Discurso","Valormodal","Otro_Valor_Modal","Fenomeno_Tonal","Fenomeno_Duracion","Fenomeno_Pausas","Fenomeno_Velocidad","Fenomeno_Amplitud","Unidad_Fonica","Estrategia_Pragmatica","Efecto_Pragmatico_Asociado","Elemento_Analizado","Fragmento","cantidad","cantidad_Medio"
"256","VALESCO 140A","cortés","entonación","Atenuación",172,134,214,288,132,82,87,86,74,90,3,0.6,0,0,"continúa el mismo hablante","declinación","desconocido","descendente","descendente","subacto","pregunta","Petición de aclaración","descenso brusco de la curva melódica","ninguno","sin pausas","ninguno","campo tonal alto","grupo entonativo","petición","desconocido","A: [((oy))] ¡OYE! quee- que digo yo↓","A: [((oy))] ¡OYE! quee- que digo yo↓ que estos señores que están ahí fuera↑/ ¿esta tarde también tienen que entrar por aquí por casa?///
",156,62
"257","VALESCO 025A","cortés","entonación","desconocido",NA,NA,0,0,0,59,51,NA,NA,54,4,0.6,0,0,"desconocido","suspensión","desconocido","ninguna","suspendido","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","siempre malo","D: entonces→
A: claro que el telegrama cuando lo dan→pues oye a las ocho la
noche↑ a las nueve cuando sea… y era una CHORRADA te recordamos
que el día tal↑
D: sí↓ pero a esas horitas pues a ver§
A: § un telegrama↑ siempre es
malo lo que dice siempre es malo§
D: § siempre es malo§",156,27
"258","VALESCO 025A","cortés","entonación","Intensificación",NA,NA,0,0,0,55,47,NA,NA,50,2,0.53,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","pues sí",NA,156,159
"259","VALESCO 025A","descortés","entonación","Intensificación",NA,NA,332,345,294,66,51,NA,NA,61,8,0.51,0,0,"desconocido","suspensión","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","se pusieron a trabajar",NA,156,159
"260","VALESCO 025A","cortés","entonación","desconocido",NA,NA,152,161,148,62,46,NA,NA,57,2,0.51,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","claro","A: [el otro gachó del ((arpa)) le mandaba allí] claro
D: claro [(( ))]
A: [a mí↑ nos] dieron el otro día un susto en el– en el teléfono no sé si fue→ a las seis de la mañana llamó alguien LLAMARON
yy preguntaban por una casa de no sé qué [¡me cagüen=]
C: [sí]
A: = la madre que→! se levantó mi mujer§",156,27
"261","VALESCO 025A","cortés","entonación","desconocido",0,0,195,209,156,60,45,NA,NA,52,2,0.51,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","claro","A: [se enconTRAron] con que les había salido el gordo y el cuponazo4§ 
C: § ¡toma [candela!] 
D: [pues así?] cualquiera 
A: [sí] 
C: [claro] 
A: yo– yo lo que digo? siempre sale así§",156,27
"262","VALESCO 025A","cortés","entonación","desconocido",NA,NA,230,275,203,60,46,NA,NA,55,4,0.51,0,0,"desconocido","declinación","desconocido","ninguna","suspendido","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","ahí está","B: = pero [claro↓ esos momentitos ¿eh? la policía↓ que se espere↓
que se ponga el otro↑]
C: [pero hasta que túu→sí sí claro ahí ahí][ahí está↓ ahí
está]
A: [aquí no es↓
te podías morir]
B: pues ya me– yo ya mire↓ me pensé todo§
C: § ahí está§",156,27
"263","VALESCO 37B","cortés","duración;entonación;velocidad de habla","Intensificación",278.5,270.8,281.3,324.4,212,90,85,89,85,89,5,0.5,0.5,0,"continúa el mismo hablante","Otro (especificar bajo)","Ondulada (exclamativa)","descendente_ascendente","descendente","acto","desconocido","Exclamación ponderativa","entonación circunfleja","alargamiento","pausas cortas","velocidad de habla rápida","campo tonal alto","grupo entonativo","""cumplidos; elogios y piropos""","Ninguno","¡AAYY! ¡QUÉ ALEGRÍA!","A: lo han hecho fijo ↓ a mi marido
B: ¡AAYY! ¡QUÉ ALEGRÍA! ¿por qué no me lo has [DICHO?=]
A:[(RISAS)]",4,159
"264","VALESCO 80A","cortés","duración;entonación","Atenuación",134,139,130,143,122,90,82,82,88,87,4,0.5,0.2,0,"continúa el mismo hablante","suspensión","desconocido","ninguna","suspendido","subacto","aserción","desconocido","entonación suspendida","ninguno","pausas cortas","ninguno","ninguno","grupo entonativo","concesión/aceptación","desconocido","G: pero quee ya↓","J: ¿mañana vas a venir↓Gerardo?
G: mañana sí
J: pues mañana te loo traigo ¿vale?
G: pero quee ya↓ porque yoo voy a hacer la inscripción por teléfono/ [y luego=]
J:[mañana]
G: = cuando lleguemos allí↑/ recogeremos los dorsales en donde nos digan",8,62
"265","VALESCO 130A","descortés","acento","Intensificación",260,223,228.6,263.9,110.8,88,76,78,72,83,3,0.5,2,0.7,"continúa otro hablante","declinación","desconocido","ascendente_descendente","descendente","acto;Intervención iniciativo-reactiva","pregunta","desconocido","ninguno","ninguno","sin pausas","ninguno","campo tonal alto","grupo entonativo","recriminación;desacuerdo","desconocido","L: ¿SINO QUÉ?","M: estudiar // tú porque no quieres estudiar // pero imagínate que tú no-tú no // si no tee- no te sacas un futuro­↑ /// asín quee↓ // aprieta porque sino
L: ¿SINO QUÉ?
M: pues que no aprenderás↑",23,159
"266","VALESCO 130A","descortés","acento;entonación","Intensificación",217.8,186.2,196.4,228,163,83,73,75,75,78,3,0.5,0.7,1,"continúa otro hablante","declinación","desconocido","descendente","descendente","acto","aserción","desconocido","descenso brusco de la curva melódica","ninguno","sin pausas","ninguno","campo tonal bajo","grupo entonativo","desacuerdo","desconocido","M: pues vaya↓","L: me dejas en la academia de Llongueras/// en la academia de Llongueras hace bieen/// para analizar los cabellos↑
M: los cabellos
L: y aprender↑
M: pues vaya↓
L: pues vaya ¿qué↑?",51,159
"267","VALESCO 183A","descortés","duración;entonación","Intensificación",246.1,215.3,210.1,416.8,80.4,81,74,78,76,79,1,0.5,0,0,"continúa otro hablante","circunfleja","desconocido","descendente_ascendente","circunflejo","acto;Intervención reactivo-iniciativa","pregunta","desconocido","entonación circunfleja","alargamiento","sin pausas","ninguno","campo tonal alto","grupo entonativo","desacuerdo","desconocido","C: ¿túu?","B: yo cuando acabe quiero estudiar/  algún idioma yo cuando acabe↑ quiero estudiar alemán↓ y francés no estudiarlo§                                 
C:§ ¿túu?
B: [síi]
C: [ruso]",8,159
"268","VALESCO 025A","descortés","entonación","Intensificación",NA,NA,248,286,202,61,45,NA,NA,52,5,0.49,0,0,"desconocido","inclinación","desconocido","ninguna","ascendente","acto","exhortación","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","maleducados","A: [ese señor era algún] amigueteΔ o
alguien [que o– o a lo mejor alguien]
C: [o no↓ o alguien] que noo– que tendría [una QUERELLA=]
A: [que te voy a
fastidiar]
C: = con esta señora→ y diría [pues ahora la voy a fastidiar de–=]
A: [te voy a fastidiar ante el teléfono]
C: = de– y llamaría→ ¡SINVERGÜENZA!Δ ¡MALEDUCAOS! que llevo
dende esta mañana a las siete de la mañana llamándome para lo
mismo [¡CANALLA!=]
A: [sí sí]
C: = mira↓ [a mí me dejó→]
D: [¡ah! ya ya] o sea quee§
C: § que se ve que era [alguna punchaΔ
¿sabes?]",156,159
"269","VALESCO 025A","cortés","entonación","desconocido",NA,NA,151,165,133,62,45,NA,NA,56,2,0.47,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","claro","A: [por una tonte– por una tontería]
C: = ¡LECHUga! decir la verdad no venir ¿eh? así§
D: § claro
C: no se lo doy a pasar→
A: pero no pasó nada§
C: § no§
A: § era quee– era la verdad§
C: § la– la– laa verdaad↓
que no llevaban los papeles§
A: § [no llevaban los papeles]
C: [y claro tenían los amotos]",156,27
"270","VALESCO 025A","cortés","entonación","Intensificación",NA,NA,247,273,190,61,52,NA,NA,56,3,0.43,0,0,"desconocido","declinación","desconocido","ninguna","descendente","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","ni uno","A: y y cuando llego a casa↑ todos los días pongo la televisión a ver
lo que ha tocao
C: sí§
A: § oyE ¿te pués creer↑ que ya van dos sábados→ que de los
números que salen→? ni uno no tengo NI UNO§
C: § ni [uno]
B: [¡ah!]§
A: § en
mis cinco números [no tengo NI UN NÚMERO de los que
salen=]",156,159
"271","VALESCO 80A","cortés","entonación","Ironía",108,98,99.4,108,95,88,83,84,84,86,3,0.4,0.2,0,"continúa otro hablante","suspensión","desconocido","ninguna","suspendido","Intervención reactiva","aserción","desconocido","ninguno","desconocido","pausas cortas","ninguno","campo tonal bajo","grupo entonativo","reproche","desconocido","J: malvado (smiling voice)","J: [si está abierto]
L: sí
J: ¡ah! es el peque[ño/ no no↓es el pequeño]
A:[¿quieres que vayamos ahora?]
L: ¡ah!/ bien
J: malvado (smiling voice)",156,5
"272","VALESCO 130A","descortés","acento","Intensificación",228.3,270,227.7,270.2,210.8,87,75,75,78,83,2,0.4,0.6,1,"continúa otro hablante","inclinación","desconocido","descendente_ascendente","ascendente","acto;Intervención reactiva","aserción","desconocido","ascenso brusco de la curva melódica","ninguno","sin pausas","ninguno","ninguno","grupo entonativo","desacuerdo","desconocido","L: ya ves↑","M: pues a las siete pues a las ocho me he levanta(d)o yo
L: ya ves­↑
M: pues ya ves / pues mira /// si no fuera por las madrugas­ // a ver la casa quién la lleva /// porque con tu ayuda no es",23,159
"273","VALESCO 80A","cortés","duración;entonación","Atenuación",99,519,305.8,520,99,87,78,81,84,84,2,0.4,0.5,1,"continúa otro hablante","inclinación","desconocido","ninguna","ascendente","acto;Intervención iniciativa;turno","exhortación","desconocido","ascenso brusco de la curva melódica","ninguno","pausas largas","ninguno","campo tonal alto","grupo entonativo","petición","desconocido","G: ¡ventee!","G: ¡ventee!
J: ahora es que tengo el gimnasio↓ yo/// yo tendría que correr más// °(de madrugá)°
G: ¿más por la mañana?",8,62
"274","VALESCO 194A","descortés","duración;entonación;velocidad de habla","desconocido",223,181,193,223,182,78,71,74,71,76,1,0.4,0,1.4,"continúa otro hablante","declinación","desconocido","ninguna","descendente","acto;Intervención reactiva;turno","negación","Respuesta","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","Ofrecer información","Ninguno","M: § no","P: a A si que la quieres→/ o si no↑ cuenta lo que ha pasado hoy con la conducción§
M: § no
P: ¿por QUÉ?",4,27
"275","VALESCO 140A","cortés","acento;entonación;velocidad de habla","Atenuación",79,85,90.7,113,79,75,78,81,75,84,5,0.4,1,2,"continúa otro hablante","Otro (especificar bajo)","CONTORNO PLANO","ninguna","suspendido","acto;Intervención iniciativa;turno","pregunta","desconocido","ninguno","ninguno","pausas largas","velocidad de habla rápida","campo tonal bajo","grupo entonativo","Petición información","desconocido","B: ¿dónde te pilla?","B: §y de las clases del bar↑ y del bar a las clases/
D: ni el BAR/ porque/ el bar lo tengo lejos↑ (2”)
B: ¿dónde te pilla?",9,62
"276","VALESCO 025A","cortés","entonación","desconocido",NA,NA,0,0,0,55,47,NA,NA,51,4,0.37,0,0,"desconocido","suspensión","desconocido","ninguna","suspendido","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","ahí está","A: [oye tú ¿y sii– y si no te lo toman↑ tú↓?]§
D: § ¿y si es
verdad qué?§
A: § ahí está§
C: § pero quee– quee [(( ))=]
B: [(( )) pues no juego]
C: = [claro]",156,27
"277","VALESCO 025A","cortés","entonación","desconocido",NA,NA,219,237,212,63,47,NA,NA,59,2,0.36,0,0,"desconocido","declinación","desconocido","ninguna","suspendido","acto","aserción","desconocido","ninguno","ninguno","ninguno","ninguno","ninguno","grupo entonativo","desconocido","desconocido","claro","B: = pero [claro↓ esos momentitos ¿eh? la policía↓ que se espere↓
que se ponga el otro↑]
C: [pero hasta que túu→sí sí claro ahí ahí][ahí está↓ ahí está]
A: [aquí no es↓
te podías morir]
B: pues ya me– yo ya mire↓ me pensé todo§
C: § ahí está§",156,27
"278","VALESCO 140A","cortés","acento;velocidad de habla","Atenuación",238,212,230,244,205,74,88,85,74,90,3,0.3,2,0.3,"continúa otro hablante","declinación","desconocido","ninguna","descendente","acto;Intervención reactiva;turno","aserción","desconocido","ninguno","ninguno","pausas cortas","velocidad de habla rápida","campo tonal bajo","grupo entonativo","reproche;broma afiliadora","desconocido","C: vaa ¡IMBÉCIL! (2”)","A: pos mal↓/ haz el favor de tratár[mela bien ((que))]
B:[aay]¡qué naricita!/ aay aay
C: vaa ¡IMBÉCIL! (2”)",3,62
"279","VALESCO 179B","cortés","duración;entonación","Ironía",193,194,190,194,187,68,55,54,66,65,2,0.17,0,0,"continúa el mismo hablante","suspensión","desconocido","ninguna","suspendido","acto;Intervención reactivo-iniciativa;turno","aserción","desconocido","entonación suspendida","alargamiento","sin pausas","velocidad de habla rápida","ninguno","grupo entonativo","broma afiliadora;acuerdo","desconocido","C:    claroo","J: buenoo/ digo-  ¿luego vais a copiar lo que yo voy a decir?§
C:§ claroo/ voy a coger apuntes",8,5
"280","VALESCO 37B","cortés","entonación","Intensificación",341,222,252,407,75,90,80,85,84,88,26,0,0,0,"desconocido","Otro (especificar bajo)","Curva descendente con contrastes marcados en dos puntos; ""YO"" Y ""ASÍ""; con elevación muy marcada del tono","ascendente_descendente","descendente","acto","aserción","Afirmación enfática mediante el uso de prominencia acentual al final de la emisión","entonación circunfleja","desconocido","desconocido","desconocido","campo tonal alto","cláusula entonativa","opinión","Ninguno","A: digo ¡MADRE MÍA! digo hay que ver e– y yo no he tenío nunca relojes AS","A: desde luego↑es una monería ¿sabes? yo ahora lo miro↑y lo– [(RISAS)]
B:[(RISAS)]
C:[(RISAS)] ¡si es una maravilla!§
A:§ digo ¡MADRE MÍA! digo hay que ver e– y yo no he tenío nunca relojes ASÍ",156,159
"281","VALESCO 114A","descortés","acento;duración;entonación","Intensificación",323,352,337,355,323,89,86,85,88,87,0,0,0,0,"desconocido","inclinación","desconocido","ninguna","ascendente","Intervención reactivo-iniciativa;turno","pregunta","desconocido","ninguno","desconocido","desconocido","desconocido","ninguno","grupo entonativo","desacuerdo;Petición información","desconocido","¿eehh?","C: ¿eehh?
A: = QUE SE DESGASTAAN↑
C: y se INFLAMAAN ↑/ con el FRÍOO// SABIONDO
A: °(¡me cago en la puta ((madre!)) )°
",11,159
"282","VALESCO 37B","cortés","entonación;velocidad de habla","Atenuación",306.2,239,272,314.7,239.2,89,82,85,86,87,6,0,0,0.3,"continúa otro hablante","circunfleja","desconocido","ascendente_descendente","descendente","acto","desconocido","Afirmación cooperativa; confirmación de lo dicho por el interlocutor","entonación circunfleja","ninguno","pausas cortas","velocidad de habla rápida","ninguno","grupo entonativo","acuerdo","Ninguno","B: sí ↓ de vacaciones","A: ¿al puebloo? ((a ver)) mañana/ sábado/ pero ¿cómo quiés decir ↓ de vaca [ciones]
C: [((¡ayy!))]§
B: § sí ↓ de vacaciones",8,62
